scale,seed,reference_rho,policy,utility_ratio,mean_wait,backpressure,packets,backpressure_per_1k,final_regret
0.9,2,0.24403750000000002,ucp,0.7924264526893403,11.410498273935136,1038,7284,142.50411861614498,38.301844481347985
0.9,2,0.24403750000000002,ucp_gg1,0.9189724788907465,9.8538187618629,425,6014,70.66844030595277,14.951344005269561
0.9,2,0.24403750000000002,ucp_gg1_feedback,0.9597553985330242,9.118999304977708,238,5784,41.147994467496545,7.426006283425778
0.9,3,0.2469625,ucp,0.7845518267646325,11.691489617268031,1115,7224,154.3466223698782,40.92031053360239
0.9,3,0.2469625,ucp_gg1,0.8971896816821454,9.762292292461515,504,5940,84.84848484848484,19.526877802900316
0.9,3,0.2469625,ucp_gg1_feedback,0.9266886834803153,8.994179355603475,315,5666,55.59477585598306,13.924099668904745
0.9,4,0.24705000000000002,ucp,0.7615723776774677,12.675823226593948,1234,7454,165.54869868526964,44.02143061480015
0.9,4,0.24705000000000002,ucp_gg1,0.9054111811043156,10.41343288676931,516,6058,85.17662594915814,17.464147347489444
0.9,4,0.24705000000000002,ucp_gg1_feedback,0.9485554952063245,9.446619353817663,302,5794,52.12288574387297,9.498315154206523
0.9,5,0.24672499999999997,ucp,0.812384670633922,10.871426059498312,905,7250,124.82758620689656,36.39734163835618
0.9,5,0.24672499999999997,ucp_gg1,0.9191802031498916,8.053238039182075,314,5840,53.76712328767123,15.679026692729309
0.9,5,0.24672499999999997,ucp_gg1_feedback,0.9530998684236474,7.4943383222025,123,5572,22.074659009332375,9.098617461782993
0.9,6,0.245375,ucp,0.7839982299729361,11.770646028647754,1098,7356,149.26590538336052,40.52625875776343
0.9,6,0.245375,ucp_gg1,0.8989405687028129,9.7692478242461,481,6152,78.18595578673602,18.960773618424838
0.9,6,0.245375,ucp_gg1_feedback,0.9583177570100894,8.757922193280425,202,5766,35.03295178633368,7.82042371597899
0.9,7,0.248825,ucp,0.7594235610919982,12.537693560760841,1257,7526,167.02099388785544,45.18660811506177
0.9,7,0.248825,ucp_gg1,0.920093488806218,10.106226016647508,434,6022,72.06908003985387,15.008552888822095
0.9,7,0.248825,ucp_gg1_feedback,0.9387719558647531,9.976216423800038,364,5902,61.67400881057269,11.500243534027476
0.9,8,0.2467,ucp,0.7799425337942195,12.053755172833199,1016,7094,143.21962221595714,40.195372509987266
0.9,8,0.2467,ucp_gg1,0.9103138548228965,10.50843637173334,488,5984,81.55080213903743,16.381939120426807
0.9,8,0.2467,ucp_gg1_feedback,0.9234176650607497,10.316644096860326,425,5876,72.3281143635126,13.988416451588307
0.9,9,0.2486875,ucp,0.7581171019929289,12.64557482857526,1164,7432,156.62002152852529,45.91278829447754
0.9,9,0.2486875,ucp_gg1,0.8974177920686581,10.383163855912816,495,5956,83.10946944257891,19.471551045308246
0.9,9,0.2486875,ucp_gg1_feedback,0.9346450433321051,9.607248572839605,312,5720,54.54545454545455,12.405293281214512
0.9,10,0.24648750000000003,ucp,0.743282587004679,13.145938188922372,1281,7504,170.7089552238806,48.30813931035058
0.9,10,0.24648750000000003,ucp_gg1,0.9222047903700434,10.533518677772392,430,5788,74.29163787145819,14.63921664149197
0.9,10,0.24648750000000003,ucp_gg1_feedback,0.9395405990176068,10.292745175797162,341,5682,60.014079549454415,11.377027881357748
0.9,11,0.244325,ucp,0.7893116368760968,11.192993517376939,983,7326,134.17963417963418,38.54565218315636
0.9,11,0.244325,ucp_gg1,0.8749751914269128,9.394903871332184,534,6230,85.71428571428571,22.873416994036035
0.9,11,0.244325,ucp_gg1_feedback,0.9429247868828317,8.52212545973053,246,5856,42.00819672131148,10.44196879445164
1.1,0,0.2861125,ucp,0.5779173664877377,18.888872847157963,2039,8580,237.64568764568764,86.29052413466587
1.1,0,0.2861125,ucp_gg1,0.9054599954181903,13.70214836821167,674,6578,102.46275463666768,19.327747458297324
1.1,0,0.2861125,ucp_gg1_feedback,0.922489592875588,12.96694340839559,525,6398,82.05689277899343,15.84621854967304
1.1,1,0.2861875,ucp,0.6238544785092093,17.532277539299983,1940,8526,227.53929157870044,77.14168358274098
1.1,1,0.2861875,ucp_gg1,0.8783900137835021,13.963136269334683,759,6730,112.77860326894502,24.940345002736535
1.1,1,0.2861875,ucp_gg1_feedback,0.8788033913374361,13.969360844497515,759,6698,113.31740818154672,24.85556759972667
1.1,2,0.2864875,ucp,0.6623431658248101,16.69016355320394,1831,8556,214.00187003272558,70.8236970895428
1.1,2,0.2864875,ucp_gg1,0.9582285493152488,11.074584979491098,376,6590,57.056145675265554,8.76158356905239
1.1,2,0.2864875,ucp_gg1_feedback,0.9614835699100507,11.070992097317582,376,6504,57.810578105781055,8.07884130147886
1.1,3,0.2865125,ucp,0.548468754329422,19.159879916992253,2152,8538,252.04966034200046,92.51442676356787
1.1,3,0.2865125,ucp_gg1,0.9147533374710419,12.48445633946766,578,6494,89.00523560209425,17.466224525971427
1.1,3,0.2865125,ucp_gg1_feedback,0.9198348188588248,11.982910267483277,539,6408,84.11360799001248,16.42507766801191
1.1,4,0.28486249999999996,ucp,0.6347046246839243,17.13350203409042,2017,8688,232.15930018416205,76.94432124266788
1.1,4,0.28486249999999996,ucp_gg1,0.9080593396184177,12.281054773130284,691,6434,107.398197078023,19.36600402220361
1.1,4,0.28486249999999996,ucp_gg1_feedback,0.933660619348408,11.748288079313475,558,6288,88.74045801526718,13.97345534823441
1.1,5,0.2846625,ucp,0.5958918590221292,18.213564494234333,2118,8676,244.12171507607192,84.29276738814598
1.1,5,0.2846625,ucp_gg1,0.8898782598170677,13.287492345824669,775,6680,116.01796407185628,22.970252980194402
1.1,5,0.2846625,ucp_gg1_feedback,0.9134741174105874,12.932633065239793,615,6452,95.31928084314941,18.048401787982755
1.1,6,0.28601249999999995,ucp,0.6592057812417907,16.311670116017133,1897,8658,219.1037191037191,72.45499947002958
